City	State	ST	County	ShapeID	AreaSqMiles	Population	Territory
Paterson	New Jersey	NJ	Passaic	2067	0.59	11,903	Terr 1
Paterson	New Jersey	NJ	Passaic	2068	0.97	18,738	Terr 1
Paterson	New Jersey	NJ	Passaic	2069	0.86	20,869	Terr 1
Paterson	New Jersey	NJ	Passaic	2070	0.80	13,014	Terr 1
Hackensack	New Jersey	NJ	Bergen	2071	4.35	43,466	Terr 1
Bogota	New Jersey	NJ	Bergen	2072	0.81	8,231	Terr 1
Hasbrouck Heights	New Jersey	NJ	Bergen	2073	1.54	11,896	Terr 1
Leonia	New Jersey	NJ	Bergen	2074	1.64	9,060	Terr 1
South Hackensack	New Jersey	NJ	Bergen	2075	0.67	2,371	Terr 1
Maywood	New Jersey	NJ	Bergen	2076	1.27	9,609	Terr 1
Teterboro	New Jersey	NJ	Bergen	2077	1.54	92	Terr 1
Alpine	New Jersey	NJ	Bergen	2078	9.18	1,861	Terr 1
Bergenfield	New Jersey	NJ	Bergen	2079	2.83	26,911	Terr 1
Closter	New Jersey	NJ	Bergen	2080	3.28	8,449	Terr 1
Cresskill	New Jersey	NJ	Bergen	2081	2.06	8,530	Terr 1
Demarest	New Jersey	NJ	Bergen	2082	2.08	4,904	Terr 1
Dumont	New Jersey	NJ	Bergen	2083	1.98	17,600	Terr 1
Emerson	New Jersey	NJ	Bergen	2084	2.41	7,443	Terr 1
Englewood	New Jersey	NJ	Bergen	2085	4.94	27,211	Terr 1
Englewood Cliffs	New Jersey	NJ	Bergen	2086	3.33	5,409	Terr 1
Harrington Park	New Jersey	NJ	Bergen	2087	2.06	4,704	Terr 1
Haworth	New Jersey	NJ	Bergen	2088	2.35	3,406	Terr 1
Hillsdale	New Jersey	NJ	Bergen	2089	2.96	10,293	Terr 1
Little Ferry	New Jersey	NJ	Bergen	2090	1.71	10,723	Terr 1
Lodi	New Jersey	NJ	Bergen	2091	2.30	24,278	Terr 1
Montvale	New Jersey	NJ	Bergen	2092	4.00	7,910	Terr 1
New Milford	New Jersey	NJ	Bergen	2093	2.29	16,433	Terr 1
Northvale	New Jersey	NJ	Bergen	2094	2.27	5,176	Terr 1
Norwood	New Jersey	NJ	Bergen	2095	2.73	5,756	Terr 1
Oradell	New Jersey	NJ	Bergen	2096	2.57	8,036	Terr 1
Palisades Park	New Jersey	NJ	Bergen	2097	1.27	19,750	Terr 1
Paramus	New Jersey	NJ	Bergen	2098	10.51	26,454	Terr 1
Park Ridge	New Jersey	NJ	Bergen	2099	2.63	8,719	Terr 1
Ridgefield	New Jersey	NJ	Bergen	2100	2.84	11,112	Terr 1
Ridgefield Park	New Jersey	NJ	Bergen	2101	1.92	12,819	Terr 1
River Edge	New Jersey	NJ	Bergen	2102	1.89	11,398	Terr 1
Rochelle Park	New Jersey	NJ	Bergen	2103	1.07	5,622	Terr 1
Saddle Brook	New Jersey	NJ	Bergen	2104	2.71	13,741	Terr 1
Teaneck	New Jersey	NJ	Bergen	2105	6.21	39,994	Terr 1
Tenafly	New Jersey	NJ	Bergen	2106	5.29	14,664	Terr 1
Westwood	New Jersey	NJ	Bergen	2107	10.78	26,540	Terr 1
Township Of Washington	New Jersey	NJ	Bergen	2108	2.94	9,106	Terr 1
Woodcliff Lake	New Jersey	NJ	Bergen	2109	3.60	5,768	Terr 1
Red Bank	New Jersey	NJ	Monmouth	2110	10.69	23,778	Terr 1
Shrewsbury	New Jersey	NJ	Monmouth	2111	2.19	3,838	Terr 1
Fort Monmouth	New Jersey	NJ	Monmouth	2112	0.91	387	Terr 1
Fair Haven	New Jersey	NJ	Monmouth	2113	2.13	6,108	Terr 1
Allenhurst	New Jersey	NJ	Monmouth	2114	0.92	1,364	Terr 1
Asbury Park	New Jersey	NJ	Monmouth	2115	12.22	39,099	Terr 1
Atlantic Highlands	New Jersey	NJ	Monmouth	2116	5.02	8,901	Terr 1
Avon By The Sea	New Jersey	NJ	Monmouth	2117	0.55	1,941	Terr 1
Belford	New Jersey	NJ	Monmouth	2118	2.17	6,143	Terr 1
Belmar	New Jersey	NJ	Monmouth	2119	13.97	21,769	Terr 1
Bradley Beach	New Jersey	NJ	Monmouth	2120	0.65	4,298	Terr 1
Cliffwood	New Jersey	NJ	Monmouth	2121	0.92	2,998	Terr 1
Colts Neck	New Jersey	NJ	Monmouth	2122	37.79	10,146	Terr 1
Deal	New Jersey	NJ	Monmouth	2123	1.71	1,160	Terr 1
Eatontown	New Jersey	NJ	Monmouth	2124	12.55	21,758	Terr 1
Englishtown	New Jersey	NJ	Monmouth	2125	32.60	42,520	Terr 1
Farmingdale	New Jersey	NJ	Monmouth	2126	22.22	6,851	Terr 1
Freehold	New Jersey	NJ	Monmouth	2127	48.83	56,270	Terr 1
Hazlet	New Jersey	NJ	Monmouth	2128	4.97	17,374	Terr 1
Howell	New Jersey	NJ	Monmouth	2129	33.93	38,382	Terr 1
Highlands	New Jersey	NJ	Monmouth	2130	6.02	5,112	Terr 1
Holmdel	New Jersey	NJ	Monmouth	2131	18.12	16,583	Terr 1
Keansburg	New Jersey	NJ	Monmouth	2132	2.21	13,217	Terr 1
Keyport	New Jersey	NJ	Monmouth	2133	5.40	19,800	Terr 1
Leonardo	New Jersey	NJ	Monmouth	2134	2.60	3,966	Terr 1
Lincroft	New Jersey	NJ	Monmouth	2135	5.50	6,363	Terr 1
Little Silver	New Jersey	NJ	Monmouth	2136	3.32	5,939	Terr 1
Long Branch	New Jersey	NJ	Monmouth	2137	6.44	30,879	Terr 1
Marlboro	New Jersey	NJ	Monmouth	2138	13.09	19,724	Terr 1
Matawan	New Jersey	NJ	Middlesex	2139	12.90	30,332	Terr 1
Middletown	New Jersey	NJ	Monmouth	2140	13.42	27,398	Terr 1
Monmouth Beach	New Jersey	NJ	Monmouth	2141	2.08	3,280	Terr 1
Morganville	New Jersey	NJ	Monmouth	2142	16.21	19,014	Terr 1
Neptune	New Jersey	NJ	Monmouth	2143	18.98	37,041	Terr 1
Oakhurst	New Jersey	NJ	Monmouth	2144	2.85	6,618	Terr 1
Ocean Grove	New Jersey	NJ	Monmouth	2145	0.43	3,242	Terr 1
Oceanport	New Jersey	NJ	Monmouth	2146	3.05	5,575	Terr 1
Port Monmouth	New Jersey	NJ	Monmouth	2147	1.55	5,631	Terr 1
Rumson	New Jersey	NJ	Monmouth	2148	10.96	9,141	Terr 1
Spring Lake	New Jersey	NJ	Monmouth	2149	3.22	8,401	Terr 1
West Long Branch	New Jersey	NJ	Monmouth	2150	2.89	8,317	Terr 1
Dover	New Jersey	NJ	Morris	2151	10.13	26,118	Terr 1
Mine Hill	New Jersey	NJ	Morris	2152	3.01	3,663	Terr 1
Allamuchy	New Jersey	NJ	Warren	2153	2.42	0	Terr 1
Andover	New Jersey	NJ	Sussex	2154	44.77	9,590	Terr 1
Augusta	New Jersey	NJ	Sussex	2155	6.63	808	Terr 1
Belvidere	New Jersey	NJ	Warren	2156	25.76	7,546	Terr 1
Blairstown	New Jersey	NJ	Warren	2157	79.38	9,641	Terr 1
Branchville	New Jersey	NJ	Sussex	2158	53.43	6,385	Terr 1
Montague	New Jersey	NJ	Sussex	2159	50.94	4,297	Terr 1
Budd Lake	New Jersey	NJ	Morris	2160	15.71	14,184	Terr 1
Califon	New Jersey	NJ	Hunterdon	2161	24.09	6,480	Terr 1
Columbia	New Jersey	NJ	Warren	2162	48.16	3,718	Terr 1
Delaware	New Jersey	NJ	Warren	2163	0.50	80	Terr 1
Denville	New Jersey	NJ	Morris	2164	13.18	17,742	Terr 1
Flanders	New Jersey	NJ	Morris	2165	16.13	13,390	Terr 1
Great Meadows	New Jersey	NJ	Warren	2166	25.15	3,907	Terr 1
Hackettstown	New Jersey	NJ	Warren	2167	35.35	29,527	Terr 1
Hibernia	New Jersey	NJ	Morris	2168	1.41	116	Terr 1
Hopatcong	New Jersey	NJ	Sussex	2169	5.04	12,241	Terr 1
Johnsonburg	New Jersey	NJ	Warren	2170	0.13	93	Terr 1
Kenvil	New Jersey	NJ	Morris	2171	2.34	1,303	Terr 1
Lafayette	New Jersey	NJ	Sussex	2172	23.87	4,675	Terr 1
Lake Hopatcong	New Jersey	NJ	Morris	2173	9.38	9,101	Terr 1
Landing	New Jersey	NJ	Morris	2174	3.68	7,361	Terr 1
Layton	New Jersey	NJ	Sussex	2175	7.00	74	Terr 1
Ledgewood	New Jersey	NJ	Morris	2176	3.08	3,863	Terr 1
Long Valley	New Jersey	NJ	Morris	2177	34.21	12,876	Terr 1
Mount Arlington	New Jersey	NJ	Morris	2178	4.33	3,557	Terr 1
Netcong	New Jersey	NJ	Morris	2179	1.16	3,303	Terr 1
Newton	New Jersey	NJ	Sussex	2180	104.40	26,490	Terr 1
Oxford	New Jersey	NJ	Warren	2181	23.87	4,366	Terr 1
Port Murray	New Jersey	NJ	Warren	2182	13.71	2,102	Terr 1
Rockaway	New Jersey	NJ	Morris	2183	24.43	21,588	Terr 1
Randolph	New Jersey	NJ	Morris	2184	20.27	25,385	Terr 1
Schooleys Mountain	New Jersey	NJ	Morris	2185	0.23	0	Terr 1
Sparta	New Jersey	NJ	Sussex	2186	40.03	20,858	Terr 1
Stanhope	New Jersey	NJ	Sussex	2187	13.51	8,568	Terr 1
Succasunna	New Jersey	NJ	Morris	2188	5.86	10,159	Terr 1
Mount Tabor	New Jersey	NJ	Morris	2189	0.27	918	Terr 1
Vienna	New Jersey	NJ	Warren	2190	0.22	73	Terr 1
Wallpack Center	New Jersey	NJ	Sussex	2191	24.70	6	Terr 1
Washington	New Jersey	NJ	Warren	2192	31.70	14,545	Terr 1
Wharton	New Jersey	NJ	Morris	2193	15.77	10,174	Terr 1
Summit	New Jersey	NJ	Union	2194	6.39	22,874	Terr 1
Basking Ridge	New Jersey	NJ	Somerset	2195	23.43	26,397	Terr 1
Bedminster	New Jersey	NJ	Somerset	2196	19.28	7,945	Terr 1
Berkeley Heights	New Jersey	NJ	Union	2197	5.59	12,200	Terr 1
Bernardsville	New Jersey	NJ	Somerset	2198	12.14	7,658	Terr 1
Brookside	New Jersey	NJ	Morris	2199	0.27	97	Terr 1
Cedar Knolls	New Jersey	NJ	Morris	2200	1.95	3,466	Terr 1
Chatham	New Jersey	NJ	Morris	2201	8.94	19,140	Terr 1
Chester	New Jersey	NJ	Morris	2202	25.63	8,385	Terr 1
Far Hills	New Jersey	NJ	Somerset	2203	20.76	3,545	Terr 1
Florham Park	New Jersey	NJ	Morris	2204	7.05	10,601	Terr 1
Gillette	New Jersey	NJ	Morris	2205	5.14	3,465	Terr 1
Gladstone	New Jersey	NJ	Somerset	2206	3.66	1,547	Terr 1
Green Village	New Jersey	NJ	Morris	2207	2.39	486	Terr 1
East Hanover	New Jersey	NJ	Morris	2208	8.12	11,236	Terr 1
Lyons	New Jersey	NJ	Somerset	2209	0.42	314	Terr 1
Madison	New Jersey	NJ	Morris	2210	4.67	16,915	Terr 1
Mendham	New Jersey	NJ	Morris	2211	19.08	9,711	Terr 1
Millington	New Jersey	NJ	Morris	2212	4.26	3,109	Terr 1
Morris Plains	New Jersey	NJ	Morris	2213	9.18	19,719	Terr 1
Morristown	New Jersey	NJ	Morris	2214	35.36	43,760	Terr 1
Convent Station	New Jersey	NJ	Morris	2215	0.04	0	Terr 1
Mount Freedom	New Jersey	NJ	Morris	2216	0.24	137	Terr 1
New Providence	New Jersey	NJ	Union	2217	4.01	12,054	Terr 1
New Vernon	New Jersey	NJ	Morris	2218	7.40	652	Terr 1
Peapack	New Jersey	NJ	Somerset	2219	1.50	611	Terr 1
Pottersville	New Jersey	NJ	Hunterdon	2220	2.44	608	Terr 1
Stirling	New Jersey	NJ	Morris	2221	2.74	2,175	Terr 1
Whippany	New Jersey	NJ	Morris	2222	6.91	9,246	Terr 1
Alloway	New Jersey	NJ	Salem	2223	2.52	1,064	Terr 1
Cherry Hill	New Jersey	NJ	Camden	2224	7.32	22,025	Terr 1
Cherry Hill	New Jersey	NJ	Camden	2225	11.08	30,845	Terr 1
Atco	New Jersey	NJ	Camden	2226	12.58	12,412	Terr 1
Barnegat	New Jersey	NJ	Ocean	2227	48.67	22,428	Terr 1
Barnegat Light	New Jersey	NJ	Ocean	2228	1.32	563	Terr 1
Barrington	New Jersey	NJ	Camden	2229	1.28	5,416	Terr 1
Beach Haven	New Jersey	NJ	Ocean	2230	38.24	6,926	Terr 1
Berlin	New Jersey	NJ	Camden	2231	13.84	12,470	Terr 1
Beverly	New Jersey	NJ	Burlington	2232	4.35	11,517	Terr 1
Birmingham	New Jersey	NJ	Burlington	2233	0.15	80	Terr 1
Blackwood	New Jersey	NJ	Camden	2234	15.14	39,703	Terr 1
Bridgeport	New Jersey	NJ	Gloucester	2235	5.31	594	Terr 1
Browns Mills	New Jersey	NJ	Burlington	2236	49.00	20,645	Terr 1
Burlington	New Jersey	NJ	Burlington	2237	24.04	33,162	Terr 1
Chatsworth	New Jersey	NJ	Burlington	2238	61.83	1,031	Terr 1
Clarksboro	New Jersey	NJ	Gloucester	2239	4.46	2,505	Terr 1
Clementon	New Jersey	NJ	Camden	2240	13.17	45,145	Terr 1
Columbus	New Jersey	NJ	Burlington	2241	22.04	8,962	Terr 1
Deepwater	New Jersey	NJ	Salem	2242	1.03	464	Terr 1
Gibbsboro	New Jersey	NJ	Camden	2243	2.22	2,273	Terr 1
Gibbstown	New Jersey	NJ	Gloucester	2244	10.34	4,860	Terr 1
Glassboro	New Jersey	NJ	Gloucester	2245	15.38	20,121	Terr 1
Glendora	New Jersey	NJ	Camden	2246	1.05	4,859	Terr 1
Gloucester City	New Jersey	NJ	Camden	2247	3.11	13,193	Terr 1
Bellmawr	New Jersey	NJ	Camden	2248	3.17	11,558	Terr 1
Haddonfield	New Jersey	NJ	Camden	2249	3.95	15,845	Terr 1
Cherry Hill	New Jersey	NJ	Camden	2250	5.95	18,187	Terr 1
Haddon Heights	New Jersey	NJ	Camden	2251	1.59	7,567	Terr 1
Hainesport	New Jersey	NJ	Burlington	2252	6.38	5,794	Terr 1
Hammonton	New Jersey	NJ	Atlantic	2253	118.50	23,669	Terr 1
Hancocks Bridge	New Jersey	NJ	Salem	2254	21.08	107	Terr 1
Harrisonville	New Jersey	NJ	Gloucester	2255	1.02	55	Terr 1
Jobstown	New Jersey	NJ	Burlington	2256	11.42	1,229	Terr 1
Juliustown	New Jersey	NJ	Burlington	2257	0.67	83	Terr 1
Voorhees	New Jersey	NJ	Camden	2258	11.66	29,261	Terr 1
Lawnside	New Jersey	NJ	Camden	2259	1.31	2,934	Terr 1
Willingboro	New Jersey	NJ	Burlington	2260	7.63	31,731	Terr 1
Lumberton	New Jersey	NJ	Burlington	2261	13.31	12,516	Terr 1
Magnolia	New Jersey	NJ	Camden	2262	1.25	5,613	Terr 1
Manahawkin	New Jersey	NJ	Ocean	2263	37.42	24,629	Terr 1
Mantua	New Jersey	NJ	Gloucester	2264	3.78	10,924	Terr 1
Maple Shade	New Jersey	NJ	Burlington	2265	3.82	19,197	Terr 1
Marlton	New Jersey	NJ	Burlington	2266	29.70	45,663	Terr 1
Mount Laurel	New Jersey	NJ	Burlington	2267	21.99	41,848	Terr 1
Medford	New Jersey	NJ	Burlington	2268	41.25	27,280	Terr 1
Mickleton	New Jersey	NJ	Gloucester	2269	9.24	4,437	Terr 1
Moorestown	New Jersey	NJ	Burlington	2270	15.44	20,827	Terr 1
Mount Ephraim	New Jersey	NJ	Camden	2271	1.24	5,684	Terr 1
Mount Holly	New Jersey	NJ	Burlington	2272	22.53	24,648	Terr 1
Mount Royal	New Jersey	NJ	Gloucester	2273	1.69	2,876	Terr 1
Mullica Hill	New Jersey	NJ	Gloucester	2274	30.72	15,762	Terr 1
National Park	New Jersey	NJ	Gloucester	2275	1.47	3,120	Terr 1
New Lisbon	New Jersey	NJ	Burlington	2276	1.31	171	Terr 1
Palmyra	New Jersey	NJ	Burlington	2277	2.59	7,401	Terr 1
Paulsboro	New Jersey	NJ	Gloucester	2278	5.89	8,484	Terr 1
Pedricktown	New Jersey	NJ	Salem	2279	20.04	1,833	Terr 1
Pemberton	New Jersey	NJ	Burlington	2280	23.50	6,943	Terr 1
Penns Grove	New Jersey	NJ	Salem	2281	17.67	12,994	Terr 1
Pennsville	New Jersey	NJ	Salem	2282	23.83	12,953	Terr 1
Pitman	New Jersey	NJ	Gloucester	2283	3.36	9,685	Terr 1
Quinton	New Jersey	NJ	Salem	2284	0.25	162	Terr 1
Rancocas	New Jersey	NJ	Burlington	2285	0.09	262	Terr 1
Richwood	New Jersey	NJ	Gloucester	2286	0.34	15	Terr 1
Riverside	New Jersey	NJ	Burlington	2287	11.64	29,311	Terr 1
Riverton	New Jersey	NJ	Burlington	2288	8.98	18,748	Terr 1
Runnemede	New Jersey	NJ	Camden	2289	2.07	8,436	Terr 1
Salem	New Jersey	NJ	Salem	2290	100.00	10,812	Terr 1
Sewell	New Jersey	NJ	Gloucester	2291	29.07	35,672	Terr 1
Sicklerville	New Jersey	NJ	Camden	2292	26.99	50,784	Terr 1
Somerdale	New Jersey	NJ	Camden	2293	2.51	9,559	Terr 1
Stratford	New Jersey	NJ	Camden	2294	1.56	7,015	Terr 1
Swedesboro	New Jersey	NJ	Gloucester	2295	49.26	19,033	Terr 1
Thorofare	New Jersey	NJ	Gloucester	2296	8.87	7,378	Terr 1
Tuckerton	New Jersey	NJ	Ocean	2297	56.83	24,104	Terr 1
Vincentown	New Jersey	NJ	Burlington	2298	139.83	24,380	Terr 1
Waterford Works	New Jersey	NJ	Camden	2299	19.23	4,332	Terr 1
Wenonah	New Jersey	NJ	Gloucester	2300	2.61	8,924	Terr 1
West Berlin	New Jersey	NJ	Camden	2301	3.24	5,361	Terr 1
West Creek	New Jersey	NJ	Ocean	2302	26.00	3,446	Terr 1
Westville	New Jersey	NJ	Gloucester	2303	5.57	10,576	Terr 1
Williamstown	New Jersey	NJ	Gloucester	2304	53.70	39,747	Terr 1
Winslow	New Jersey	NJ	Camden	2305	2.07	180	Terr 1
West Deptford	New Jersey	NJ	Gloucester	2306	15.43	35,116	Terr 1
Woodbury Heights	New Jersey	NJ	Gloucester	2307	1.39	3,197	Terr 1
Woodstown	New Jersey	NJ	Salem	2308	56.87	9,129	Terr 1
ZCTA 080XX	New Jersey	NJ	Burlington	2309	87.11	0	Terr 1
ZCTA 080XX_02	New Jersey	NJ	Burlington	2310	27.95	0	Terr 1
ZCTA 080XX_03	New Jersey	NJ	Camden	2311	10.78	0	Terr 1
ZCTA 080XX_04	New Jersey	NJ	Ocean	2312	8.30	0	Terr 1
ZCTA 080XX_05	New Jersey	NJ	Ocean	2313	8.26	0	Terr 1
ZCTA 080XX_06	New Jersey	NJ	Ocean	2314	6.45	0	Terr 1
ZCTA 080XX_07	New Jersey	NJ	Burlington	2315	5.20	0	Terr 1
ZCTA 080XX_08	New Jersey	NJ	Ocean	2316	4.93	0	Terr 1
ZCTA 080XX_09	New Jersey	NJ	Ocean	2317	4.16	0	Terr 1
ZCTA 080XX_10	New Jersey	NJ	Burlington	2318	3.96	0	Terr 1
ZCTA 080XX_11	New Jersey	NJ	Burlington	2319	2.36	0	Terr 1
ZCTA 080XX_12	New Jersey	NJ	Ocean	2320	2.28	0	Terr 1
ZCTA 080XX_13	New Jersey	NJ	Ocean	2321	1.68	0	Terr 1
Camden	New Jersey	NJ	Camden	2322	1.31	7,382	Terr 1
Camden	New Jersey	NJ	Camden	2323	2.58	14,646	Terr 1
Camden	New Jersey	NJ	Camden	2324	3.56	24,364	Terr 1
Camden	New Jersey	NJ	Camden	2325	2.79	29,369	Terr 1
Audubon	New Jersey	NJ	Camden	2326	1.67	9,907	Terr 1
Oaklyn	New Jersey	NJ	Camden	2327	1.91	13,910	Terr 1
Collingswood	New Jersey	NJ	Camden	2328	2.85	17,826	Terr 1
Merchantville	New Jersey	NJ	Camden	2329	4.98	22,814	Terr 1
Pennsauken	New Jersey	NJ	Camden	2330	7.94	18,502	Terr 1
Absecon	New Jersey	NJ	Atlantic	2331	7.51	10,234	Terr 1
Avalon	New Jersey	NJ	Cape May	2332	10.57	2,018	Terr 1
Brigantine	New Jersey	NJ	Atlantic	2333	13.37	9,480	Terr 1
Cape May	New Jersey	NJ	Cape May	2334	23.62	18,543	Terr 1
Absecon	New Jersey	NJ	Atlantic	2335	51.81	27,385	Terr 1
Cape May Court House	New Jersey	NJ	Cape May	2336	76.15	17,570	Terr 1
Cape May Point	New Jersey	NJ	Cape May	2337	1.66	170	Terr 1
Egg Harbor City	New Jersey	NJ	Atlantic	2338	119.46	13,962	Terr 1
Elwood	New Jersey	NJ	Atlantic	2339	0.04	72	Terr 1
Linwood	New Jersey	NJ	Atlantic	2340	4.29	7,099	Terr 1
Marmora	New Jersey	NJ	Cape May	2341	15.69	3,851	Terr 1
New Gretna	New Jersey	NJ	Burlington	2342	4.85	669	Terr 1
Northfield	New Jersey	NJ	Atlantic	2343	7.78	8,649	Terr 1
Ocean City	New Jersey	NJ	Cape May	2344	12.86	11,640	Terr 1
Ocean View	New Jersey	NJ	Cape May	2345	12.79	5,633	Terr 1
Pleasantville	New Jersey	NJ	Atlantic	2346	8.06	19,238	Terr 1
Egg Harbor Township	New Jersey	NJ	Atlantic	2347	63.42	42,491	Terr 1
Pomona	New Jersey	NJ	Atlantic	2348	1.65	3,233	Terr 1
Port Republic	New Jersey	NJ	Atlantic	2349	8.51	1,010	Terr 1
Rio Grande	New Jersey	NJ	Cape May	2350	5.10	3,003	Terr 1
Sea Isle City	New Jersey	NJ	Cape May	2351	4.27	1,861	Terr 1
Somers Point	New Jersey	NJ	Atlantic	2352	8.82	11,001	Terr 1
South Seaville	New Jersey	NJ	Cape May	2353	0.32	158	Terr 1
Stone Harbor	New Jersey	NJ	Cape May	2354	9.30	760	Terr 1
Strathmere	New Jersey	NJ	Cape May	2355	1.47	36	Terr 1
Villas	New Jersey	NJ	Cape May	2356	7.72	9,708	Terr 1
Wildwood	New Jersey	NJ	Cape May	2357	24.83	13,690	Terr 1
Woodbine	New Jersey	NJ	Cape May	2358	120.83	8,778	Terr 1
ZCTA 082XX	New Jersey	NJ	Atlantic	2359	21.85	0	Terr 1
ZCTA 082XX_02	New Jersey	NJ	Cape May	2360	7.47	0	Terr 1
ZCTA 082XX_03	New Jersey	NJ	Cape May	2361	4.86	0	Terr 1
Bridgeton	New Jersey	NJ	Cumberland	2362	147.79	47,895	Terr 1
Buena	New Jersey	NJ	Atlantic	2363	11.32	2,055	Terr 1
Cedarville	New Jersey	NJ	Cumberland	2364	28.91	2,155	Terr 1
Clayton	New Jersey	NJ	Gloucester	2365	5.99	7,787	Terr 1
Delmont	New Jersey	NJ	Cumberland	2366	13.24	2,986	Terr 1
Dorchester	New Jersey	NJ	Cumberland	2367	3.94	324	Terr 1
Dorothy	New Jersey	NJ	Atlantic	2368	7.23	1,446	Terr 1
Elmer	New Jersey	NJ	Salem	2369	80.71	12,223	Terr 1
Estell Manor	New Jersey	NJ	Atlantic	2370	14.13	1,275	Terr 1
Fairton	New Jersey	NJ	Cumberland	2371	0.42	0	Terr 1
Fortescue	New Jersey	NJ	Cumberland	2372	11.29	101	Terr 1
Franklinville	New Jersey	NJ	Gloucester	2373	28.90	10,204	Terr 1
Greenwich	New Jersey	NJ	Cumberland	2374	18.83	1,005	Terr 1
Heislerville	New Jersey	NJ	Cumberland	2375	8.68	670	Terr 1
Landisville	New Jersey	NJ	Atlantic	2376	3.45	1,586	Terr 1
Leesburg	New Jersey	NJ	Cumberland	2377	6.39	2,180	Terr 1
Malaga	New Jersey	NJ	Gloucester	2378	2.26	1,697	Terr 1
Mauricetown	New Jersey	NJ	Cumberland	2379	2.64	192	Terr 1
Mays Landing	New Jersey	NJ	Atlantic	2380	122.78	28,371	Terr 1
Millville	New Jersey	NJ	Cumberland	2381	110.12	36,592	Terr 1
Milmay	New Jersey	NJ	Cumberland	2382	13.14	716	Terr 1
Minotola	New Jersey	NJ	Atlantic	2383	2.46	2,205	Terr 1
Monroeville	New Jersey	NJ	Salem	2384	33.42	5,267	Terr 1
Newfield	New Jersey	NJ	Gloucester	2385	24.98	5,854	Terr 1
Newport	New Jersey	NJ	Cumberland	2386	22.57	819	Terr 1
Newtonville	New Jersey	NJ	Atlantic	2387	3.80	1,252	Terr 1
Port Elizabeth	New Jersey	NJ	Cumberland	2388	1.56	521	Terr 1
Port Norris	New Jersey	NJ	Cumberland	2389	43.78	2,713	Terr 1
Richland	New Jersey	NJ	Atlantic	2390	4.02	853	Terr 1
Rosenhayn	New Jersey	NJ	Cumberland	2391	0.29	591	Terr 1
Shiloh	New Jersey	NJ	Cumberland	2392	1.22	593	Terr 1
Vineland	New Jersey	NJ	Cumberland	2393	43.29	43,402	Terr 1
Vineland	New Jersey	NJ	Cumberland	2394	30.56	18,006	Terr 1
ZCTA 083XX	New Jersey	NJ	Cumberland	2395	21.23	0	Terr 1
ZCTA 083XX_02	New Jersey	NJ	Cumberland	2396	1.89	0	Terr 1
Atlantic City	New Jersey	NJ	Atlantic	2397	16.66	39,591	Terr 1
Margate City	New Jersey	NJ	Atlantic	2398	2.60	6,385	Terr 1
Longport	New Jersey	NJ	Atlantic	2399	3.69	1,066	Terr 1
Ventnor City	New Jersey	NJ	Atlantic	2400	3.79	10,681	Terr 1
Allentown	New Jersey	NJ	Monmouth	2401	27.48	6,404	Terr 1
Belle Mead	New Jersey	NJ	Somerset	2402	12.92	11,628	Terr 1
Bordentown	New Jersey	NJ	Burlington	2403	21.87	17,223	Terr 1
Millstone Township	New Jersey	NJ	Monmouth	2404	19.43	4,911	Terr 1
Cookstown	New Jersey	NJ	Burlington	2405	2.60	956	Terr 1
Cranbury	New Jersey	NJ	Middlesex	2406	21.51	10,438	Terr 1
Cream Ridge	New Jersey	NJ	Monmouth	2407	26.69	4,530	Terr 1
Chesterfield	New Jersey	NJ	Burlington	2408	21.29	7,100	Terr 1
Florence	New Jersey	NJ	Burlington	2409	2.14	5,217	Terr 1
Hightstown	New Jersey	NJ	Mercer	2410	17.76	27,468	Terr 1
Hopewell	New Jersey	NJ	Mercer	2411	22.29	4,782	Terr 1
Jackson	New Jersey	NJ	Ocean	2412	86.30	54,867	Terr 1
Kingston	New Jersey	NJ	Somerset	2413	0.72	245	Terr 1
Lambertville	New Jersey	NJ	Hunterdon	2414	25.77	7,568	Terr 1
New Egypt	New Jersey	NJ	Ocean	2415	18.87	6,789	Terr 1
Pennington	New Jersey	NJ	Mercer	2416	22.16	13,312	Terr 1
Millstone Township	New Jersey	NJ	Monmouth	2417	18.23	5,657	Terr 1
Plainsboro	New Jersey	NJ	Middlesex	2418	7.46	19,944	Terr 1
Princeton	New Jersey	NJ	Mercer	2419	52.90	47,316	Terr 1
Princeton	New Jersey	NJ	Mercer	2420	0.51	4,756	Terr 1
Princeton Junction	New Jersey	NJ	Mercer	2421	19.18	19,357	Terr 1
Ringoes	New Jersey	NJ	Hunterdon	2422	27.08	5,212	Terr 1
Rocky Hill	New Jersey	NJ	Somerset	2423	0.62	543	Terr 1
Roebling	New Jersey	NJ	Burlington	2424	1.22	4,023	Terr 1
Roosevelt	New Jersey	NJ	Monmouth	2425	1.72	812	Terr 1
Skillman	New Jersey	NJ	Somerset	2426	16.71	6,495	Terr 1
Stockton	New Jersey	NJ	Hunterdon	2427	40.81	5,226	Terr 1
Titusville	New Jersey	NJ	Mercer	2428	14.19	3,249	Terr 1
Windsor	New Jersey	NJ	Mercer	2429	1.18	0	Terr 1
Wrightstown	New Jersey	NJ	Burlington	2430	17.13	5,713	Terr 1
Trenton	New Jersey	NJ	Mercer	2431	0.38	921	Terr 1
Trenton	New Jersey	NJ	Mercer	2432	1.38	14,884	Terr 1
Trenton	New Jersey	NJ	Mercer	2433	7.95	29,222	Terr 1
