City	State	ST	County	ShapeID	AreaSqMiles	Population	Territory
Hanover Park	Illinois	IL	DuPage	21316	8.43	38,369	Terr 4
Geneva	Illinois	IL	Kane	21317	15.58	29,339	Terr 4
Genoa	Illinois	IL	DeKalb	21318	46.57	7,174	Terr 4
Gilberts	Illinois	IL	Kane	21319	6.86	7,093	Terr 4
Glen Ellyn	Illinois	IL	DuPage	21320	11.01	38,384	Terr 4
Glendale Heights	Illinois	IL	DuPage	21321	5.71	34,867	Terr 4
Hampshire	Illinois	IL	Kane	21322	82.26	14,050	Terr 4
Hines	Illinois	IL	Cook	21323	0.41	190	Terr 4
Huntley	Illinois	IL	McHenry	21324	40.20	26,708	Terr 4
Itasca	Illinois	IL	DuPage	21325	7.09	10,128	Terr 4
Kaneville	Illinois	IL	Kane	21326	0.04	64	Terr 4
Kingston	Illinois	IL	DeKalb	21327	36.13	2,408	Terr 4
Kirkland	Illinois	IL	DeKalb	21328	54.24	2,585	Terr 4
Lombard	Illinois	IL	DuPage	21329	13.81	52,390	Terr 4
Malta	Illinois	IL	DeKalb	21330	53.60	1,589	Terr 4
Maple Park	Illinois	IL	Kane	21331	81.58	4,235	Terr 4
Marengo	Illinois	IL	McHenry	21332	94.57	12,899	Terr 4
Maywood	Illinois	IL	Cook	21333	3.02	24,152	Terr 4
Westchester	Illinois	IL	Cook	21334	4.82	16,804	Terr 4
Broadview	Illinois	IL	Cook	21335	1.86	7,931	Terr 4
Lake In The Hills	Illinois	IL	McHenry	21336	11.57	28,886	Terr 4
Medinah	Illinois	IL	DuPage	21337	1.53	2,116	Terr 4
Melrose Park	Illinois	IL	Cook	21338	4.46	25,459	Terr 4
Hillside	Illinois	IL	Cook	21339	3.25	8,110	Terr 4
Berkeley	Illinois	IL	Cook	21340	1.55	5,218	Terr 4
Melrose Park	Illinois	IL	Cook	21341	4.75	22,116	Terr 4
Stone Park	Illinois	IL	Cook	21342	0.34	4,947	Terr 4
Hoffman Estates	Illinois	IL	Cook	21343	7.84	34,103	Terr 4
River Grove	Illinois	IL	Cook	21344	2.26	10,300	Terr 4
Roselle	Illinois	IL	DuPage	21345	7.11	24,588	Terr 4
Schaumburg	Illinois	IL	Cook	21346	6.11	12,143	Terr 4
Saint Charles	Illinois	IL	Kane	21347	14.46	31,340	Terr 4
Saint Charles	Illinois	IL	Kane	21348	34.59	25,836	Terr 4
Schiller Park	Illinois	IL	Cook	21349	2.64	11,790	Terr 4
South Elgin	Illinois	IL	Kane	21350	8.89	22,705	Terr 4
Sycamore	Illinois	IL	DeKalb	21351	69.79	22,299	Terr 4
Union	Illinois	IL	McHenry	21352	21.65	1,293	Terr 4
Villa Park	Illinois	IL	DuPage	21353	6.67	28,933	Terr 4
Wayne	Illinois	IL	DuPage	21354	8.40	2,536	Terr 4
West Chicago	Illinois	IL	DuPage	21355	31.13	35,974	Terr 4
Wheaton	Illinois	IL	DuPage	21356	6.76	28,660	Terr 4
Carol Stream	Illinois	IL	DuPage	21357	10.44	42,399	Terr 4
Wheaton	Illinois	IL	DuPage	21358	10.56	31,344	Terr 4
Winfield	Illinois	IL	DuPage	21359	4.69	10,561	Terr 4
Wood Dale	Illinois	IL	DuPage	21360	5.76	14,358	Terr 4
Hoffman Estates	Illinois	IL	Cook	21361	10.59	16,522	Terr 4
Schaumburg	Illinois	IL	Cook	21362	9.14	39,883	Terr 4
Schaumburg	Illinois	IL	Cook	21363	3.65	20,322	Terr 4
Schaumburg	Illinois	IL	Cook	21364	1.97	3,810	Terr 4
Evanston	Illinois	IL	Cook	21365	5.77	42,682	Terr 4
Evanston	Illinois	IL	Cook	21366	3.58	32,255	Terr 4
Evanston	Illinois	IL	Cook	21367	0.69	4,749	Terr 4
Oak Park	Illinois	IL	Cook	21368	0.16	2,229	Terr 4
Oak Park	Illinois	IL	Cook	21369	2.98	32,218	Terr 4
Oak Park	Illinois	IL	Cook	21370	1.54	17,455	Terr 4
River Forest	Illinois	IL	Cook	21371	2.45	11,183	Terr 4
Beecher	Illinois	IL	Will	21372	56.71	8,012	Terr 4
Berwyn	Illinois	IL	Cook	21373	5.36	64,039	Terr 4
Crest Hill	Illinois	IL	Will	21374	6.56	19,634	Terr 4
Shorewood	Illinois	IL	Will	21375	15.78	17,984	Terr 4
Blue Island	Illinois	IL	Cook	21376	5.66	26,021	Terr 4
Braceville	Illinois	IL	Grundy	21377	12.11	1,945	Terr 4
Braidwood	Illinois	IL	Will	21378	7.75	5,501	Terr 4
Calumet City	Illinois	IL	Cook	21379	7.62	37,202	Terr 4
Channahon	Illinois	IL	Will	21380	27.16	12,530	Terr 4
Chicago Heights	Illinois	IL	Cook	21381	31.86	58,818	Terr 4
Chicago Ridge	Illinois	IL	Cook	21382	2.32	14,294	Terr 4
Coal City	Illinois	IL	Grundy	21383	23.40	9,152	Terr 4
Crete	Illinois	IL	Will	21384	38.99	15,572	Terr 4
Dolton	Illinois	IL	Cook	21385	4.25	22,978	Terr 4
Dwight	Illinois	IL	Livingston	21386	100.73	6,738	Terr 4
Elwood	Illinois	IL	Will	21387	41.06	3,960	Terr 4
Flossmoor	Illinois	IL	Cook	21388	4.24	9,007	Terr 4
Frankfort	Illinois	IL	Will	21389	36.44	30,261	Terr 4
Gardner	Illinois	IL	Grundy	21390	51.92	2,310	Terr 4
Glenwood	Illinois	IL	Cook	21391	4.81	9,000	Terr 4
Harvey	Illinois	IL	Cook	21392	7.70	28,260	Terr 4
Markham	Illinois	IL	Cook	21393	5.18	12,463	Terr 4
Hazel Crest	Illinois	IL	Cook	21394	3.95	16,006	Terr 4
Homewood	Illinois	IL	Cook	21395	6.81	21,217	Terr 4
Joliet	Illinois	IL	Will	21396	13.67	21,783	Terr 4
Joliet	Illinois	IL	Will	21397	8.50	21,448	Terr 4
Joliet	Illinois	IL	Will	21398	12.96	17,220	Terr 4
Joliet	Illinois	IL	Will	21399	10.73	49,002	Terr 4
Joliet	Illinois	IL	Will	21400	16.03	18,371	Terr 4
Kinsman	Illinois	IL	Grundy	21401	19.22	157	Terr 4
Lansing	Illinois	IL	Cook	21402	7.97	28,815	Terr 4
Lemont	Illinois	IL	Cook	21403	31.81	23,177	Terr 4
Bolingbrook	Illinois	IL	Will	21404	16.24	53,836	Terr 4
Lockport	Illinois	IL	Will	21405	28.75	35,532	Terr 4
Manhattan	Illinois	IL	Will	21406	68.31	9,684	Terr 4
Matteson	Illinois	IL	Cook	21407	11.62	20,800	Terr 4
Mazon	Illinois	IL	Grundy	21408	47.69	1,842	Terr 4
Midlothian	Illinois	IL	Cook	21409	7.01	26,171	Terr 4
Romeoville	Illinois	IL	Will	21410	17.54	39,871	Terr 4
Minooka	Illinois	IL	Kendall	21411	68.48	14,094	Terr 4
Mokena	Illinois	IL	Will	21412	18.20	24,678	Terr 4
Monee	Illinois	IL	Will	21413	48.68	9,174	Terr 4
Morris	Illinois	IL	Grundy	21414	166.19	20,689	Terr 4
New Lenox	Illinois	IL	Will	21415	25.52	34,516	Terr 4
Oak Forest	Illinois	IL	Cook	21416	9.39	28,096	Terr 4
Oak Lawn	Illinois	IL	Cook	21417	8.45	56,820	Terr 4
Bridgeview	Illinois	IL	Cook	21418	4.33	16,343	Terr 4
Hometown	Illinois	IL	Cook	21419	0.48	4,356	Terr 4
Hickory Hills	Illinois	IL	Cook	21420	2.89	14,367	Terr 4
Justice	Illinois	IL	Cook	21421	2.95	14,111	Terr 4
Burbank	Illinois	IL	Cook	21422	4.18	29,107	Terr 4
Odell	Illinois	IL	Livingston	21423	96.21	1,425	Terr 4
Olympia Fields	Illinois	IL	Cook	21424	2.77	4,706	Terr 4
Orland Park	Illinois	IL	Cook	21425	16.05	38,801	Terr 4
Palos Heights	Illinois	IL	Cook	21426	5.47	14,337	Terr 4
Palos Park	Illinois	IL	Cook	21427	8.12	9,707	Terr 4
Palos Hills	Illinois	IL	Cook	21428	4.76	17,567	Terr 4
Park Forest	Illinois	IL	Cook	21429	6.47	22,667	Terr 4
Orland Park	Illinois	IL	Cook	21430	14.99	26,880	Terr 4
Peotone	Illinois	IL	Will	21431	72.44	5,847	Terr 4
Posen	Illinois	IL	Cook	21432	0.95	6,017	Terr 4
Ransom	Illinois	IL	LaSalle	21433	37.13	603	Terr 4
Richton Park	Illinois	IL	Cook	21434	4.80	13,865	Terr 4
Robbins	Illinois	IL	Cook	21435	1.73	5,182	Terr 4
South Holland	Illinois	IL	Cook	21436	8.58	22,445	Terr 4
South Wilmington	Illinois	IL	Grundy	21437	4.00	685	Terr 4
Steger	Illinois	IL	Cook	21438	4.85	9,797	Terr 4
Thornton	Illinois	IL	Cook	21439	3.41	2,837	Terr 4
Tinley Park	Illinois	IL	Cook	21440	12.78	38,144	Terr 4
Country Club Hills	Illinois	IL	Cook	21441	5.21	16,856	Terr 4
Verona	Illinois	IL	Grundy	21442	40.83	696	Terr 4
Willow Springs	Illinois	IL	Cook	21443	6.10	5,006	Terr 4
Wilmington	Illinois	IL	Will	21444	114.79	11,916	Terr 4
Worth	Illinois	IL	Cook	21445	2.47	11,152	Terr 4
University Park	Illinois	IL	Will	21446	6.69	6,902	Terr 4
Tinley Park	Illinois	IL	Cook	21447	8.64	26,795	Terr 4
Bolingbrook	Illinois	IL	Will	21448	9.50	19,960	Terr 4
Homer Glen	Illinois	IL	Will	21449	25.40	22,573	Terr 4
ZCTA 604XX	Illinois	IL	Will	21450	27.53	0	Terr 4
ZCTA 604XX_02	Illinois	IL	Cook	21451	10.46	0	Terr 4
ZCTA 604XX_03	Illinois	IL	Will	21452	5.63	0	Terr 4
ZCTA 604XX_04	Illinois	IL	Cook	21453	2.72	0	Terr 4
ZCTA 604XX_05	Illinois	IL	Cook	21454	1.40	0	Terr 4
ZCTA 604XX_06	Illinois	IL	Cook	21455	1.02	0	Terr 4
ZCTA 604XX_07	Illinois	IL	Cook	21456	0.94	0	Terr 4
Summit Argo	Illinois	IL	Cook	21457	5.16	11,886	Terr 4
Aurora	Illinois	IL	DuPage	21458	10.62	23,552	Terr 4
Aurora	Illinois	IL	Will	21459	3.35	16,952	Terr 4
Aurora	Illinois	IL	DuPage	21460	9.03	37,956	Terr 4
Aurora	Illinois	IL	Kane	21461	11.34	71,433	Terr 4
Aurora	Illinois	IL	Kane	21462	19.03	56,982	Terr 4
Batavia	Illinois	IL	Kane	21463	26.86	28,999	Terr 4
Big Rock	Illinois	IL	Kane	21464	29.59	1,575	Terr 4
Bristol	Illinois	IL	Kendall	21465	7.97	1,527	Terr 4
Brookfield	Illinois	IL	Cook	21466	3.16	18,995	Terr 4
Clarendon Hills	Illinois	IL	DuPage	21467	2.05	10,414	Terr 4
Downers Grove	Illinois	IL	DuPage	21468	11.38	28,054	Terr 4
Downers Grove	Illinois	IL	DuPage	21469	8.03	28,005	Terr 4
Woodridge	Illinois	IL	DuPage	21470	8.84	32,578	Terr 4
Earlville	Illinois	IL	LaSalle	21471	133.99	3,714	Terr 4
Eola	Illinois	IL	DuPage	21472	0.05	0	Terr 4
Hinckley	Illinois	IL	DeKalb	21473	45.08	2,869	Terr 4
Hinsdale	Illinois	IL	DuPage	21474	4.82	17,660	Terr 4
Oak Brook	Illinois	IL	DuPage	21475	9.26	9,818	Terr 4
La Grange	Illinois	IL	Cook	21476	12.64	31,514	Terr 4
La Grange Park	Illinois	IL	Cook	21477	2.77	13,609	Terr 4
Willowbrook	Illinois	IL	DuPage	21478	14.84	28,181	Terr 4
Lee	Illinois	IL	Lee	21479	28.08	605	Terr 4
Leland	Illinois	IL	LaSalle	21480	58.24	1,818	Terr 4
Lisle	Illinois	IL	DuPage	21481	9.25	27,008	Terr 4
Lyons	Illinois	IL	Cook	21482	1.72	10,626	Terr 4
Millbrook	Illinois	IL	Kendall	21483	0.75	109	Terr 4
Millington	Illinois	IL	LaSalle	21484	0.71	690	Terr 4
Montgomery	Illinois	IL	Kendall	21485	10.24	26,202	Terr 4
Mooseheart	Illinois	IL	Kane	21486	0.76	248	Terr 4
Naperville	Illinois	IL	DuPage	21487	13.38	43,053	Terr 4
Newark	Illinois	IL	Kendall	21488	84.66	3,033	Terr 4
North Aurora	Illinois	IL	Kane	21489	9.68	16,820	Terr 4
Oswego	Illinois	IL	Kendall	21490	43.06	37,053	Terr 4
Plainfield	Illinois	IL	Will	21491	24.83	25,188	Terr 4
Plano	Illinois	IL	Kendall	21492	38.38	13,141	Terr 4
Riverside	Illinois	IL	Cook	21493	3.88	15,970	Terr 4
Sandwich	Illinois	IL	DeKalb	21494	40.81	12,281	Terr 4
Serena	Illinois	IL	LaSalle	21495	24.01	982	Terr 4
Shabbona	Illinois	IL	DeKalb	21496	45.12	1,528	Terr 4
Sheridan	Illinois	IL	LaSalle	21497	58.44	4,779	Terr 4
Somonauk	Illinois	IL	DeKalb	21498	27.41	4,521	Terr 4
Steward	Illinois	IL	Lee	21499	51.56	843	Terr 4
Sugar Grove	Illinois	IL	Kane	21500	35.86	11,597	Terr 4
Warrenville	Illinois	IL	DuPage	21501	7.15	13,543	Terr 4
Waterman	Illinois	IL	DeKalb	21502	52.43	1,871	Terr 4
Wedron	Illinois	IL	LaSalle	21503	0.76	0	Terr 4
Western Springs	Illinois	IL	Cook	21504	3.54	13,008	Terr 4
Westmont	Illinois	IL	DuPage	21505	5.01	24,496	Terr 4
Yorkville	Illinois	IL	Kendall	21506	78.61	22,907	Terr 4
Darien	Illinois	IL	DuPage	21507	6.36	23,067	Terr 4
Naperville	Illinois	IL	DuPage	21508	15.61	36,512	Terr 4
Naperville	Illinois	IL	Will	21509	16.25	41,453	Terr 4
Naperville	Illinois	IL	DuPage	21510	12.57	40,864	Terr 4
Plainfield	Illinois	IL	Will	21511	16.24	22,627	Terr 4
Plainfield	Illinois	IL	Will	21512	17.70	46,395	Terr 4
Chicago	Illinois	IL	Cook	21513	0.38	9,732	Terr 4
Chicago	Illinois	IL	Cook	21514	0.09	1,463	Terr 4
Chicago	Illinois	IL	Cook	21515	0.14	882	Terr 4
Chicago	Illinois	IL	Cook	21516	0.09	415	Terr 4
Chicago	Illinois	IL	Cook	21517	2.02	24,972	Terr 4
Chicago	Illinois	IL	Cook	21518	0.26	2,789	Terr 4
Chicago	Illinois	IL	Cook	21519	2.34	25,134	Terr 4
Chicago	Illinois	IL	Cook	21520	6.50	78,794	Terr 4
Chicago	Illinois	IL	Cook	21521	7.75	62,773	Terr 4
Chicago	Illinois	IL	Cook	21522	1.59	38,740	Terr 4
Chicago	Illinois	IL	Cook	21523	1.41	29,722	Terr 4
Chicago	Illinois	IL	Cook	21524	3.70	36,052	Terr 4
Chicago	Illinois	IL	Cook	21525	2.62	49,536	Terr 4
Chicago	Illinois	IL	Cook	21526	3.48	68,363	Terr 4
Chicago	Illinois	IL	Cook	21527	2.84	40,745	Terr 4
Chicago	Illinois	IL	Cook	21528	4.63	49,491	Terr 4
Chicago	Illinois	IL	Cook	21529	15.38	83,435	Terr 4
Chicago	Illinois	IL	Cook	21530	5.14	97,413	Terr 4
Chicago	Illinois	IL	Cook	21531	6.07	64,922	Terr 4
Chicago	Illinois	IL	Cook	21532	7.10	73,253	Terr 4
Chicago	Illinois	IL	Cook	21533	3.79	33,608	Terr 4
Chicago	Illinois	IL	Cook	21534	2.48	54,272	Terr 4
Chicago	Illinois	IL	Cook	21535	5.49	85,158	Terr 4
Chicago	Illinois	IL	Cook	21536	3.59	39,283	Terr 4
Chicago	Illinois	IL	Cook	21537	3.95	78,966	Terr 4
Chicago	Illinois	IL	Cook	21538	2.16	51,061	Terr 4
Chicago	Illinois	IL	Cook	21539	11.04	71,710	Terr 4
Chicago	Illinois	IL	Cook	21540	6.97	113,833	Terr 4
Chicago	Illinois	IL	Cook	21541	4.80	57,886	Terr 4
Chicago	Illinois	IL	Cook	21542	3.73	28,899	Terr 4
Chicago	Illinois	IL	Cook	21543	7.40	90,845	Terr 4
Chicago	Illinois	IL	Cook	21544	12.16	13,474	Terr 4
Chicago	Illinois	IL	Cook	21545	7.15	72,718	Terr 4
Chicago	Illinois	IL	Cook	21546	3.87	39,918	Terr 4
Chicago	Illinois	IL	Cook	21547	5.22	48,270	Terr 4
Chicago	Illinois	IL	Cook	21548	11.14	56,033	Terr 4
Chicago	Illinois	IL	Cook	21549	4.87	91,934	Terr 4
Chicago	Illinois	IL	Cook	21550	2.68	64,365	Terr 4
Chicago	Illinois	IL	Cook	21551	3.94	70,730	Terr 4
Chicago	Illinois	IL	Cook	21552	1.74	18,312	Terr 4
Chicago	Illinois	IL	Cook	21553	7.33	51,836	Terr 4
Chicago	Illinois	IL	Cook	21554	3.51	47,631	Terr 4
Chicago	Illinois	IL	Cook	21555	2.28	46,913	Terr 4
Chicago	Illinois	IL	Cook	21556	4.53	28,314	Terr 4
Chicago	Illinois	IL	Cook	21557	3.99	87,146	Terr 4
Chicago	Illinois	IL	Cook	21558	3.88	45,444	Terr 4
Chicago	Illinois	IL	Cook	21559	3.51	61,150	Terr 4
Chicago	Illinois	IL	Cook	21560	5.01	42,517	Terr 4
Chicago	Illinois	IL	Cook	21561	3.02	31,086	Terr 4
Chicago	Illinois	IL	Cook	21562	0.61	15,885	Terr 4
Chicago	Illinois	IL	Cook	21563	4.41	28,173	Terr 4
Chicago	Illinois	IL	Cook	21564	3.28	27,468	Terr 4
Chicago	Illinois	IL	Cook	21565	3.00	68,088	Terr 4
Chicago	Illinois	IL	Cook	21566	2.02	39,657	Terr 4
Chicago	Illinois	IL	Cook	21567	1.50	42,060	Terr 4
Chicago	Illinois	IL	Cook	21568	0.29	7,436	Terr 4
Harwood Heights	Illinois	IL	Cook	21569	2.95	23,284	Terr 4
Elmwood Park	Illinois	IL	Cook	21570	3.60	42,712	Terr 4
Lincolnwood	Illinois	IL	Cook	21571	2.66	12,611	Terr 4
Niles	Illinois	IL	Cook	21572	6.40	30,111	Terr 4
Alsip	Illinois	IL	Cook	21573	7.64	22,945	Terr 4
Cicero	Illinois	IL	Cook	21574	7.77	84,042	Terr 4
Evergreen Park	Illinois	IL	Cook	21575	3.39	19,903	Terr 4
Riverdale	Illinois	IL	Cook	21576	7.48	28,547	Terr 4
Kankakee	Illinois	IL	Kankakee	21577	97.87	36,908	Terr 4
Aroma Park	Illinois	IL	Kankakee	21578	0.63	382	Terr 4
Ashkum	Illinois	IL	Iroquois	21579	64.29	1,604	Terr 4
Beaverville	Illinois	IL	Iroquois	21580	35.60	735	Terr 4
Bonfield	Illinois	IL	Kankakee	21581	45.82	1,371	Terr 4
Bourbonnais	Illinois	IL	Kankakee	21582	49.14	28,923	Terr 4
Bradley	Illinois	IL	Kankakee	21583	3.18	10,601	Terr 4
Buckingham	Illinois	IL	Kankakee	21584	37.00	607	Terr 4
Buckley	Illinois	IL	Iroquois	21585	50.81	783	Terr 4
Cabery	Illinois	IL	Ford	21586	34.81	605	Terr 4
Campus	Illinois	IL	Livingston	21587	1.97	120	Terr 4
Chatsworth	Illinois	IL	Livingston	21588	71.62	1,381	Terr 4
Chebanse	Illinois	IL	Kankakee	21589	53.37	2,332	Terr 4
Cissna Park	Illinois	IL	Iroquois	21590	72.59	1,691	Terr 4
Claytonville	Illinois	IL	Iroquois	21591	2.77	29	Terr 4
Clifton	Illinois	IL	Iroquois	21592	73.63	2,384	Terr 4
Crescent City	Illinois	IL	Iroquois	21593	11.01	736	Terr 4
Cullom	Illinois	IL	Livingston	21594	39.34	818	Terr 4
Danforth	Illinois	IL	Iroquois	21595	44.07	819	Terr 4
Donovan	Illinois	IL	Iroquois	21596	46.03	590	Terr 4
East Lynn	Illinois	IL	Vermilion	21597	0.75	0	Terr 4
Elliott	Illinois	IL	Ford	21598	2.02	248	Terr 4
Emington	Illinois	IL	Livingston	21599	32.37	276	Terr 4
Essex	Illinois	IL	Kankakee	21600	19.30	1,397	Terr 4
Gibson City	Illinois	IL	Ford	21601	101.47	4,125	Terr 4
Gilman	Illinois	IL	Iroquois	21602	51.07	2,109	Terr 4
Grant Park	Illinois	IL	Kankakee	21603	75.63	3,524	Terr 4
Herscher	Illinois	IL	Kankakee	21604	52.44	1,979	Terr 4
Hoopeston	Illinois	IL	Vermilion	21605	115.46	6,094	Terr 4
Iroquois	Illinois	IL	Iroquois	21606	0.53	170	Terr 4
Kempton	Illinois	IL	Ford	21607	43.66	384	Terr 4
Loda	Illinois	IL	Iroquois	21608	47.50	1,553	Terr 4
Ludlow	Illinois	IL	Champaign	21609	25.25	656	Terr 4
Manteno	Illinois	IL	Kankakee	21610	76.52	11,883	Terr 4
Martinton	Illinois	IL	Iroquois	21611	53.49	725	Terr 4
Melvin	Illinois	IL	Ford	21612	41.11	716	Terr 4
Milford	Illinois	IL	Iroquois	21613	148.58	2,372	Terr 4
Momence	Illinois	IL	Kankakee	21614	67.20	6,260	Terr 4
Onarga	Illinois	IL	Iroquois	21615	87.02	1,833	Terr 4
Paxton	Illinois	IL	Ford	21616	100.01	5,515	Terr 4
Pembroke Township	Illinois	IL	Kankakee	21617	52.27	2,107	Terr 4
Piper City	Illinois	IL	Ford	21618	55.46	1,073	Terr 4
Rankin	Illinois	IL	Vermilion	21619	83.10	1,089	Terr 4
Reddick	Illinois	IL	Kankakee	21620	37.19	772	Terr 4
Roberts	Illinois	IL	Ford	21621	40.48	595	Terr 4
Rossville	Illinois	IL	Vermilion	21622	77.85	1,818	Terr 4
Saint Anne	Illinois	IL	Kankakee	21623	75.51	5,232	Terr 4
Sheldon	Illinois	IL	Iroquois	21624	60.01	1,558	Terr 4
Thawville	Illinois	IL	Iroquois	21625	43.26	330	Terr 4
Union Hill	Illinois	IL	Kankakee	21626	0.25	59	Terr 4
Watseka	Illinois	IL	Iroquois	21627	130.50	7,173	Terr 4
Wellington	Illinois	IL	Iroquois	21628	34.78	486	Terr 4
Woodland	Illinois	IL	Iroquois	21629	1.35	330	Terr 4
Apple River	Illinois	IL	Jo Daviess	21630	39.43	1,250	Terr 4
Ashton	Illinois	IL	Lee	21631	69.46	1,794	Terr 4
Baileyville	Illinois	IL	Ogle	21632	26.78	649	Terr 4
Belvidere	Illinois	IL	Boone	21633	86.97	34,683	Terr 4
Byron	Illinois	IL	Ogle	21634	39.61	8,278	Terr 4
Caledonia	Illinois	IL	Boone	21635	38.23	2,139	Terr 4
Capron	Illinois	IL	Boone	21636	36.35	2,461	Terr 4
Cedarville	Illinois	IL	Stephenson	21637	0.35	488	Terr 4
Chadwick	Illinois	IL	Carroll	21638	64.97	1,171	Terr 4
Chana	Illinois	IL	Ogle	21639	40.97	670	Terr 4
Cherry Valley	Illinois	IL	Winnebago	21640	28.71	4,681	Terr 4
Dakota	Illinois	IL	Stephenson	21641	32.25	1,221	Terr 4
Davis	Illinois	IL	Stephenson	21642	36.70	3,354	Terr 4
Davis Junction	Illinois	IL	Ogle	21643	31.61	3,301	Terr 4
Dixon	Illinois	IL	Lee	21644	153.15	23,171	Terr 4
Durand	Illinois	IL	Winnebago	21645	62.56	2,456	Terr 4
East Dubuque	Illinois	IL	Jo Daviess	21646	39.16	4,821	Terr 4
Eleroy	Illinois	IL	Stephenson	21647	0.23	0	Terr 4
Elizabeth	Illinois	IL	Jo Daviess	21648	107.30	2,027	Terr 4
Forreston	Illinois	IL	Ogle	21649	59.76	2,420	Terr 4
Franklin Grove	Illinois	IL	Lee	21650	46.32	1,738	Terr 4
Freeport	Illinois	IL	Stephenson	21651	148.10	31,576	Terr 4
Galena	Illinois	IL	Jo Daviess	21652	110.66	6,747	Terr 4
Galt	Illinois	IL	Whiteside	21653	0.16	324	Terr 4
Garden Prairie	Illinois	IL	Boone	21654	42.76	1,083	Terr 4
German Valley	Illinois	IL	Stephenson	21655	27.98	1,035	Terr 4
Hanover	Illinois	IL	Jo Daviess	21656	59.82	1,304	Terr 4
Harmon	Illinois	IL	Lee	21657	66.49	483	Terr 4
Holcomb	Illinois	IL	Ogle	21658	1.89	86	Terr 4
Kent	Illinois	IL	Stephenson	21659	12.66	169	Terr 4
Lanark	Illinois	IL	Carroll	21660	82.82	2,823	Terr 4
Leaf River	Illinois	IL	Ogle	21661	66.46	1,537	Terr 4
Lena	Illinois	IL	Stephenson	21662	83.38	4,136	Terr 4
Lindenwood	Illinois	IL	Ogle	21663	20.44	522	Terr 4
Mc Connell	Illinois	IL	Stephenson	21664	9.53	288	Terr 4
Milledgeville	Illinois	IL	Carroll	21665	53.93	1,548	Terr 4
Monroe Center	Illinois	IL	Ogle	21666	27.55	1,021	Terr 4
Mount Carroll	Illinois	IL	Carroll	21667	110.44	3,140	Terr 4
Mount Morris	Illinois	IL	Ogle	21668	39.66	4,041	Terr 4
Nachusa	Illinois	IL	Lee	21669	1.71	146	Terr 4
Nora	Illinois	IL	Jo Daviess	21670	1.65	168	Terr 4
Orangeville	Illinois	IL	Stephenson	21671	36.02	1,510	Terr 4
Oregon	Illinois	IL	Ogle	21672	106.91	6,777	Terr 4
Pearl City	Illinois	IL	Stephenson	21673	73.80	1,964	Terr 4
Pecatonica	Illinois	IL	Winnebago	21674	76.83	4,260	Terr 4
Polo	Illinois	IL	Ogle	21675	105.61	3,659	Terr 4
Poplar Grove	Illinois	IL	Boone	21676	51.50	10,984	Terr 4
Ridott	Illinois	IL	Stephenson	21677	30.17	645	Terr 4
Rochelle	Illinois	IL	Ogle	21678	117.69	14,998	Terr 4
Rock City	Illinois	IL	Stephenson	21679	34.66	1,269	Terr 4
Rock Falls	Illinois	IL	Whiteside	21680	73.24	14,476	Terr 4
Rockton	Illinois	IL	Winnebago	21681	53.54	11,475	Terr 4
Roscoe	Illinois	IL	Winnebago	21682	27.86	19,704	Terr 4
Savanna	Illinois	IL	Carroll	21683	78.55	4,245	Terr 4
Scales Mound	Illinois	IL	Jo Daviess	21684	50.64	981	Terr 4
Seward	Illinois	IL	Winnebago	21685	0.03	79	Terr 4
Shannon	Illinois	IL	Carroll	21686	57.46	1,294	Terr 4
Shirland	Illinois	IL	Winnebago	21687	1.78	117	Terr 4
South Beloit	Illinois	IL	Winnebago	21688	25.21	11,032	Terr 4
Sterling	Illinois	IL	Whiteside	21689	125.57	21,711	Terr 4
Stillman Valley	Illinois	IL	Ogle	21690	35.12	2,794	Terr 4
Stockton	Illinois	IL	Jo Daviess	21691	129.25	3,365	Terr 4
Warren	Illinois	IL	Jo Daviess	21692	29.60	1,665	Terr 4
Winnebago	Illinois	IL	Winnebago	21693	55.23	6,045	Terr 4
Winslow	Illinois	IL	Stephenson	21694	42.90	798	Terr 4
Woosung	Illinois	IL	Ogle	21695	0.82	93	Terr 4
ZCTA 610XX	Illinois	IL	Jo Daviess	21696	24.43	0	Terr 4
ZCTA 610XX_02	Illinois	IL	Carroll	21697	8.00	0	Terr 4
ZCTA 610XX_03	Illinois	IL	Carroll	21698	0.78	0	Terr 4
Rockford	Illinois	IL	Winnebago	21699	41.66	22,680	Terr 4
Rockford	Illinois	IL	Winnebago	21700	35.60	19,691	Terr 4
Rockford	Illinois	IL	Winnebago	21701	17.92	24,378	Terr 4
Rockford	Illinois	IL	Winnebago	21702	4.56	18,345	Terr 4
Rockford	Illinois	IL	Winnebago	21703	14.93	30,695	Terr 4
Rockford	Illinois	IL	Winnebago	21704	10.54	29,642	Terr 4
Rockford	Illinois	IL	Winnebago	21705	38.87	27,845	Terr 4
Loves Park	Illinois	IL	Winnebago	21706	14.67	24,034	Terr 4
Rockford	Illinois	IL	Winnebago	21707	0.77	106	Terr 4
Rockford	Illinois	IL	Winnebago	21708	8.01	14,358	Terr 4
Machesney Park	Illinois	IL	Winnebago	21709	10.82	23,178	Terr 4
Rock Island	Illinois	IL	Rock Island	21710	20.11	39,082	Terr 4
Albany	Illinois	IL	Whiteside	21711	18.85	1,336	Terr 4
Aledo	Illinois	IL	Mercer	21712	149.78	5,199	Terr 4
Andalusia	Illinois	IL	Rock Island	21713	2.82	1,528	Terr 4
